title,rating,domain,city,state,established,course_name,course_duration_years,course_fee_inr,location,course_duration,course_fee,course_seats,rating_raw
IIM Ranchi - Indian Institute of Management Ranchi,4.3,MBA,Ranchi,Jharkhand,2009,Advanced Marketing Research for Segmentation and Positioning,0.0,15000.0,"Ranchi, Jharkhand",NaN,₹15.00 K,0.0,4.3/5
IIM Ranchi - Indian Institute of Management Ranchi,4.3,MBA,Ranchi,Jharkhand,2009,Project Management,0.0,27300.0,"Ranchi, Jharkhand",NaN,₹27.30 K,0.0,4.3/5
IIM Ranchi - Indian Institute of Management Ranchi,4.3,MBA,Ranchi,Jharkhand,2009,Developing Human Resource Business Partner,0.0,27300.0,"Ranchi, Jharkhand",3 Days,₹27.30 K,0.0,4.3/5
IIM Ranchi - Indian Institute of Management Ranchi,4.3,MBA,Ranchi,Jharkhand,2009,"Enhancing Managerial Effectiveness Through Leadership, Performance Excellence and Innovation",0.0,19200.0,"Ranchi, Jharkhand",2 Days,₹19.20 K,0.0,4.3/5
IIM Ranchi - Indian Institute of Management Ranchi,4.3,MBA,Ranchi,Jharkhand,2009,Managing Corporate Social Responsibility,0.0,27300.0,"Ranchi, Jharkhand",3 Days,₹27.30 K,0.0,4.3/5
IIM Ranchi - Indian Institute of Management Ranchi,4.3,MBA,Ranchi,Jharkhand,2009,Leadership Skills,0.0,27300.0,"Ranchi, Jharkhand",3 Days,₹27.30 K,0.0,4.3/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,BBA LLB Integrated,5.0,3247000.0,"Rohtak, Haryana",5 Years,₹32.47 L,120.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Certificate Program in Project Management,0.42,70000.0,"Rohtak, Haryana",5 Months,₹70.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Certificate Program in Marketing Analytics,0.42,60000.0,"Rohtak, Haryana",5 Months,₹60.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive PGP,1.0,716000.0,"Rohtak, Haryana",1 Year,₹7.16 L,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Certification Programme in Advanced HR Analytics,0.42,100000.0,"Rohtak, Haryana",5 Months,₹1.00 L,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,FPM Part Time,4.0,746000.0,"Rohtak, Haryana",4 Years,₹7.46 L,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Certification Programme in Data Analytics,0.42,90000.0,"Rohtak, Haryana",5 Months,₹90.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Post Graduate Diploma in Sports Management,2.0,0.0,"Rohtak, Haryana",2 Years,NaN,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Ph.D Management,4.0,0.0,"Rohtak, Haryana",4 Years,NaN,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Advance Strategy Management and Design Thinking,0.5,155000.0,"Rohtak, Haryana",6 Months,₹1.55 L,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Program in Lean Operations Management,0.42,60000.0,"Rohtak, Haryana",5 Months,₹60.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Certificate Program in Supply Chain Management,0.42,90000.0,"Rohtak, Haryana",5 Months,₹90.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,PGPM,2.0,1889999.0,"Rohtak, Haryana",2 Years,₹18.90 L,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Integrated Programme in Management,5.0,3110000.0,"Rohtak, Haryana",5 Years,₹31.10 L,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Entrepreneurship Program,0.33,60000.0,"Rohtak, Haryana",4 Months,₹60.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Program In Strategic Digital Marketing and Analytics,0.33,60000.0,"Rohtak, Haryana",4 Months,₹60.00 K,0.0,4.6/5
IIM Rohtak - Indian Institute of Management Rohtak,4.6,MBA,Rohtak,Haryana,2009,Executive Program in Product and Brand Management,0.42,60000.0,"Rohtak, Haryana",5 Months,₹60.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,PGDM,2.0,2650000.0,"Mumbai, Maharashtra",2 Years,₹26.50 L,240.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,PGDM Online,2.0,1000000.0,"Mumbai, Maharashtra",2 Years,₹10.00 L,200.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,PGPM,1.5,2051000.0,"Mumbai, Maharashtra",1 Year 6 Months,₹20.51 L,180.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,PGDM Business Management,2.0,2650000.0,"Mumbai, Maharashtra",2 Years,₹26.50 L,120.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,FPM,4.0,0.0,"Mumbai, Maharashtra",4 Years,NaN,10.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Post Graduate Programme in Development Management,1.0,150000.0,"Mumbai, Maharashtra",1 Year,₹1.50 L,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Post Graduate in Advanced Project Management,0.33,65000.0,"Mumbai, Maharashtra",4 Months,₹65.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Executive Certificate Programme in Business Analytics,0.58,82000.0,"Mumbai, Maharashtra",7 Months,₹82.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Executive Certificate Programme in Artificial Intelligence and Machine Learning for Managers,0.58,85000.0,"Mumbai, Maharashtra",7 Months,₹85.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,PGEMP,1.75,994999.0,"Mumbai, Maharashtra",1 Year 9 Months,₹9.95 L,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Ladies in Family Enterprise,0.33,75000.0,"Mumbai, Maharashtra",4 Months,₹75.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Professional Certificate Programme in HR Analytics,0.0,40000.0,"Mumbai, Maharashtra",5 Weeks,₹40.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Professional Certificate in Brand Strategy,0.42,125000.0,"Mumbai, Maharashtra",5 Months,₹1.25 L,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Start Your Business Programme,0.33,95000.0,"Mumbai, Maharashtra",4 Months,₹95.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Executive Certificate Programme in Advanced Project Management,0.58,97500.0,"Mumbai, Maharashtra",7 Months,₹97.50 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Executive Certificate Programme in Digital Marketing and Social Media Strategy,0.58,125000.0,"Mumbai, Maharashtra",7 Months,₹1.25 L,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Grow Your Business Programme,0.0,75000.0,"Mumbai, Maharashtra",7 Weeks,₹75.00 K,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Senior Leadership of Family Enterprises,0.0,124000.0,"Mumbai, Maharashtra",8 Weeks,₹1.24 L,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,Post Graduate Programme in Family Managed Business,1.5,1898000.0,"Mumbai, Maharashtra",1 Year 6 Months,₹18.98 L,0.0,4.6/5
"SPJIMR Mumbai - SPJIMR, Mumbai",4.6,MBA,Mumbai,Maharashtra,1981,GMP,1.5,0.0,"Mumbai, Maharashtra",1 Year 6 Months,NaN,0.0,4.6/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,Ph.D Finance and Accounting,5.0,0.0,"Udaipur, Rajasthan",5 Years,NaN,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,Ph.D Organisational Behaviour,5.0,0.0,"Udaipur, Rajasthan",5 Years,NaN,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,EMBA,2.0,1421000.0,"Udaipur, Rajasthan",2 Years,₹14.21 L,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,Ph.D Operations Management,5.0,0.0,"Udaipur, Rajasthan",5 Years,NaN,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,Ph.D Human Resource Management,5.0,0.0,"Udaipur, Rajasthan",5 Years,NaN,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,MBA Global Supply Chain Management,1.0,2300000.0,"Udaipur, Rajasthan",1 Year,₹23.00 L,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,Ph.D Decision Sciences,5.0,0.0,"Udaipur, Rajasthan",5 Years,NaN,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,Ph.D Marketing,5.0,0.0,"Udaipur, Rajasthan",5 Years,NaN,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,MBA,2.0,1926000.0,"Udaipur, Rajasthan",2 Years,₹19.26 L,0.0,4.7/5
IIM Udaipur (IIMU) - Indian Institute of Management Udaipur,4.7,MBA,Udaipur,Rajasthan,2011,MBA Digital Enterprise Management,1.0,2300000.0,"Udaipur, Rajasthan",1 Year,₹23.00 L,0.0,4.7/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Civil Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,174.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Electrical Engineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,165.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Mechanical Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,150.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Chemical Engineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,117.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Electronics and Communication Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,109.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Computer Science and Engineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,109.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,MBA,2.0,448000.0,"Roorkee, Uttarakhand",2 Years,₹4.48 L,95.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Metallurgical and Materials Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,82.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Production and Industrial Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,58.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Engineering Physics,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,50.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,BS MS Mathematics and Computing,5.0,0.0,"Roorkee, Uttarakhand",5 Years,NaN,49.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Biosciences and Bioengineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,46.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,M.Sc Chemistry,2.0,60200.0,"Roorkee, Uttarakhand",2 Years,₹60.20 K,44.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Tech Data Science and Artificial Intelligence,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,40.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,M.Sc Mathematics,2.0,0.0,"Roorkee, Uttarakhand",2 Years,NaN,38.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,M.Tech Geological Technology Integrated,5.0,1112000.0,"Roorkee, Uttarakhand",5 Years,₹11.12 L,38.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,B.Arch,5.0,1112000.0,"Roorkee, Uttarakhand",5 Years,₹11.12 L,37.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,BS MS Chemical Sciences,5.0,0.0,"Roorkee, Uttarakhand",5 Years,NaN,35.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,M.Sc Biosciences and Bioengineering,2.0,0.0,"Roorkee, Uttarakhand",2 Years,NaN,35.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,MBA,Roorkee,Uttarakhand,2001,M.Sc Economics,2.0,0.0,"Roorkee, Uttarakhand",2 Years,NaN,33.0,4.4/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Digital Marketing and Analytics,0.5,75000.0,"Kashipur, Uttarakhand",6 Months,₹75.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Operations Management with Six Sigma,0.5,90000.0,"Kashipur, Uttarakhand",6 Months,₹90.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Certificate Program in Applied Credit Risk Analytics,0.33,60000.0,"Kashipur, Uttarakhand",4 Months,₹60.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,IIM Kashipur Executive Programme in Operations and Supply Chain Management,1.0,190000.0,"Kashipur, Uttarakhand",1 Year,₹1.90 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Foundations of Data Science A Journey in to the Black Box,0.25,200000.0,"Kashipur, Uttarakhand",3 Months,₹2.00 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Strategic Marketing Management,0.5,100000.0,"Kashipur, Uttarakhand",6 Months,₹1.00 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Managing Products and Branding,0.42,60000.0,"Kashipur, Uttarakhand",5 Months,₹60.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Ph.D Management,6.0,0.0,"Kashipur, Uttarakhand",6 Years,NaN,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Strategic Management,0.42,100000.0,"Kashipur, Uttarakhand",5 Months,₹1.00 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Programme in Entrepreneurship,0.5,146000.0,"Kashipur, Uttarakhand",6 Months,₹1.46 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,IIM Kashipur Executive Programme in Strategy and Leadership,1.0,250000.0,"Kashipur, Uttarakhand",1 Year,₹2.50 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,MBA Analytics,2.0,1991000.0,"Kashipur, Uttarakhand",2 Years,₹19.91 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,MBA,2.0,1721000.0,"Kashipur, Uttarakhand",2 Years,₹17.21 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive MBA Dehradun Campus,2.0,1190000.0,"Kashipur, Uttarakhand",2 Years,₹11.90 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Post Graduate Certificate Programme in AI and Machine Learning,1.0,170000.0,"Kashipur, Uttarakhand",1 Year,₹1.70 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Program in Financial Data Analytics,0.42,90000.0,"Kashipur, Uttarakhand",5 Months,₹90.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Program in Applied Financial Risk Management,0.42,90000.0,"Kashipur, Uttarakhand",5 Months,₹90.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Advanced Supply Chain Management and Analytics,0.5,100000.0,"Kashipur, Uttarakhand",6 Months,₹1.00 L,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive Development Program in Strategic HRM,0.42,90000.0,"Kashipur, Uttarakhand",5 Months,₹90.00 K,0.0,4.3/5
IIM Kashipur - Indian Institute of Management Kashipur,4.3,MBA,Kashipur,Uttarakhand,2011,Executive MBA Analytics,2.0,1215000.0,"Kashipur, Uttarakhand",2 Years,₹12.15 L,0.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,BBA,4.0,1440000.0,"Mumbai, Maharashtra",4 Years,₹14.40 L,720.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,MBA,2.0,0.0,"Mumbai, Maharashtra",2 Years,NaN,600.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,BBA Management and Marketing,3.0,2100000.0,"Mumbai, Maharashtra",3 Years,₹21.00 L,400.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Tech Computer Engineering,4.0,1700000.0,"Mumbai, Maharashtra",4 Years,₹17.00 L,300.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,MBA,2.0,2100000.0,"Mumbai, Maharashtra",2 Years,₹21.00 L,240.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,MBA,2.0,2100000.0,"Mumbai, Maharashtra",2 Years,₹21.00 L,240.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,BBA,4.0,1100000.0,"Mumbai, Maharashtra",4 Years,₹11.00 L,240.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Sc Finance,4.0,1540000.0,"Mumbai, Maharashtra",4 Years,₹15.40 L,240.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,BBA Branding and Advertising,3.0,1650000.0,"Mumbai, Maharashtra",3 Years,₹16.50 L,240.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,BA LLB Hons,5.0,0.0,"Mumbai, Maharashtra",5 Years,NaN,180.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Com,4.0,0.0,"Mumbai, Maharashtra",4 Years,NaN,180.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,Diploma in Computer Engineering,3.0,750000.0,"Mumbai, Maharashtra",3 Years,₹7.50 L,180.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Tech Computer Engineering,4.0,0.0,"Mumbai, Maharashtra",4 Years,NaN,180.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Tech Computer Engineering,4.0,0.0,"Mumbai, Maharashtra",4 Years,NaN,180.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Tech Computer Engineering,4.0,848000.0,"Mumbai, Maharashtra",4 Years,₹8.48 L,180.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,MBA Entrepreneurship and Family Business,2.0,0.0,"Mumbai, Maharashtra",2 Years,NaN,120.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,MBA Human Resource,2.0,0.0,"Mumbai, Maharashtra",2 Years,NaN,120.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Tech Computer Science,4.0,0.0,"Mumbai, Maharashtra",4 Years,NaN,120.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,B.Com Hons,3.0,525000.0,"Mumbai, Maharashtra",3 Years,₹5.25 L,120.0,4.3/5
"NMIMS Mumbai - Narsee Monjee Institute of Management Studies, Mumbai",4.3,MBA,Mumbai,Maharashtra,1981,BBA,4.0,1100000.0,"Mumbai, Maharashtra",4 Years,₹11.00 L,120.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,MBA,2.0,2100000.0,"Nagpur, Maharashtra",2 Years,₹21.00 L,360.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Supply Chain Operations and Analytics,1.0,250000.0,"Nagpur, Maharashtra",1 Year,₹2.50 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Financial Technologies FinTech,1.0,229999.0,"Nagpur, Maharashtra",1 Year,₹2.30 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Certificate Programme in Project Management,0.5,135000.0,"Nagpur, Maharashtra",6 Months,₹1.35 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Strategic Management,1.0,200000.0,"Nagpur, Maharashtra",1 Year,₹2.00 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Digital Strategy and Marketing Analytics,0.75,225000.0,"Nagpur, Maharashtra",9 Months,₹2.25 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Business Management for IT Professionals,1.0,260000.0,"Nagpur, Maharashtra",1 Year,₹2.60 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Ph.D Management,4.0,0.0,"Nagpur, Maharashtra",4 Years,NaN,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Ph.D Management Executive,6.0,0.0,"Nagpur, Maharashtra",6 Years,NaN,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Marketing and Strategic Brand Management,1.0,200000.0,"Nagpur, Maharashtra",1 Year,₹2.00 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Cybersecurity Management and Data Science,1.0,204000.0,"Nagpur, Maharashtra",1 Year,₹2.04 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in Data Science for Business Excellence and Innovation,1.0,240000.0,"Nagpur, Maharashtra",1 Year,₹2.40 L,0.0,4.3/5
IIM Nagpur - Indian Institute of Management Nagpur,4.3,MBA,Nagpur,Maharashtra,2015,Post Graduate Certificate Programme in General Management,1.0,215000.0,"Nagpur, Maharashtra",1 Year,₹2.15 L,0.0,4.3/5
