title,rating,domain,city,state,established,course_name,course_duration_years,course_fee_inr,location,course_duration,course_fee,course_seats,rating_raw
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Electrical Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,154.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Mechanical Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,144.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Civil Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,117.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Chemical Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,111.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,MBA,2.0,1222000.0,"Chennai, Tamil Nadu",2 Years,₹12.22 L,96.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Computer Science and Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,87.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Naval Architecture and Ocean Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,78.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech and M.Tech Engineering Design,5.0,1089000.0,"Chennai, Tamil Nadu",5 Years,₹10.89 L,74.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Sc Chemistry,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,67.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Tech Aerospace Engineering,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,55.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Aerospace Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,55.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Metallurgical and Materials Engineering,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,54.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Sc Physics,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,54.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech and M.Tech Electrical Engineering Dual Degree,5.0,1089000.0,"Chennai, Tamil Nadu",5 Years,₹10.89 L,53.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech Artificial Intelligence and Data Analytics,4.0,874000.0,"Chennai, Tamil Nadu",4 Years,₹8.74 L,50.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Tech Chemical Engineering,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,50.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Sc Mathematics,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,49.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Tech Computer Science and Engineering,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,47.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,M.Tech Thermal Engineering,2.0,152000.0,"Chennai, Tamil Nadu",2 Years,₹1.52 L,44.0,4.7/5
IIT Madras (IITM) - Indian Institute of Technology Madras,4.7,Engineering,Chennai,Tamil Nadu,1959,B.Tech and M.Tech Biological Engineering Dual Degree,5.0,1089000.0,"Chennai, Tamil Nadu",5 Years,₹10.89 L,43.0,4.7/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Electrical Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,120.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Civil Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,110.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Computer Science and Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,99.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Textile Technology,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,96.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Mechanical Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,95.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Production and Industrial Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,89.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Mathematics and Computing,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,89.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Chemical Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,75.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Biochemical Engineering and Biotechnology,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,72.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,M.Sc Physics,2.0,61750.0,"New Delhi, Delhi",2 Years,₹61.75 K,68.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,M.Sc Chemistry,2.0,61750.0,"New Delhi, Delhi",2 Years,₹61.75 K,68.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,M.Sc Mathematics,2.0,61750.0,"New Delhi, Delhi",2 Years,₹61.75 K,68.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Power and Automation,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,65.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Engineering Physics,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,63.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech and M.Tech Chemical Engineering,5.0,902000.0,"New Delhi, Delhi",5 Years,₹9.02 L,46.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Energy Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,40.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Material Engineering,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,40.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech Engineering and Computational Mechanics,4.0,855000.0,"New Delhi, Delhi",4 Years,₹8.55 L,40.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech and M.Tech Computer Science and Engineering,5.0,902000.0,"New Delhi, Delhi",5 Years,₹9.02 L,37.0,4.6/5
IIT Delhi - Indian Institute of Technology Delhi,4.6,Engineering,New Delhi,Delhi,1961,B.Tech and M.Tech Mathematics and Computing,5.0,902000.0,"New Delhi, Delhi",5 Years,₹9.02 L,33.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Mechanical Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,202.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Computer Science and Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,198.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,MBA,2.0,1472000.0,"Mumbai, Maharashtra",2 Years,₹14.72 L,198.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Civil Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,146.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Chemical Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,124.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Electrical Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,112.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Metallurgical Engineering and Materials Science,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,105.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,M.Tech Computer Science and Engineering,2.0,113999.0,"Mumbai, Maharashtra",2 Years,₹1.14 L,85.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech and M.Tech Electrical Engineering Dual Degree,5.0,1073000.0,"Mumbai, Maharashtra",5 Years,₹10.73 L,80.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,M.Tech Chemical Engineering,2.0,113999.0,"Mumbai, Maharashtra",2 Years,₹1.14 L,78.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Aerospace Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,72.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,M.Sc Physics,2.0,0.0,"Mumbai, Maharashtra",2 Years,NaN,60.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Engineering Physics,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,58.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,M.Sc Chemistry,2.0,0.0,"Mumbai, Maharashtra",2 Years,NaN,57.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,M.Sc Applied Statistics and Informatics,2.0,0.0,"Mumbai, Maharashtra",2 Years,NaN,48.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Environmental Science and Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,48.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Energy Engineering,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,47.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech and M.Tech Energy Science and Engineering Dual Degree,5.0,1073000.0,"Mumbai, Maharashtra",5 Years,₹10.73 L,43.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,Ph.D Electrical Engineering,6.0,0.0,"Mumbai, Maharashtra",6 Years,NaN,40.0,4.6/5
IIT Bombay - Indian Institute of Technology Bombay,4.6,Engineering,Mumbai,Maharashtra,1958,B.Tech Industrial Engineering and Operations Research,4.0,859000.0,"Mumbai, Maharashtra",4 Years,₹8.59 L,40.0,4.6/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Electrical Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,192.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Mechanical Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,149.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Civil Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,148.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Computer Science and Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,129.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Chemical Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,104.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,MBA,2.0,749000.0,"Kanpur, Uttar Pradesh",2 Years,₹7.49 L,97.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Materials Science and Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,85.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Aerospace Engineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,69.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,BS Mathematics and Scientific Computing,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,64.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,M.Sc Statistics,2.0,61040.0,"Kanpur, Uttar Pradesh",2 Years,₹61.04 K,62.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,B.Tech Biological Sciences and Bioengineering,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,53.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,BS Economics,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,52.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,M.Sc Mathematics,2.0,61040.0,"Kanpur, Uttar Pradesh",2 Years,₹61.04 K,49.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,M.Sc Chemistry,2.0,61040.0,"Kanpur, Uttar Pradesh",2 Years,₹61.04 K,49.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,BS Chemistry,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,49.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,BS Physics,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,45.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,BS Earth Sciences,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,43.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,M.Sc Physics,2.0,61040.0,"Kanpur, Uttar Pradesh",2 Years,₹61.04 K,38.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,BS Statistics and Data Science,4.0,893000.0,"Kanpur, Uttar Pradesh",4 Years,₹8.93 L,28.0,4.4/5
IIT Kanpur - Indian Institute of Technology Kanpur,4.4,Engineering,Kanpur,Uttar Pradesh,1959,Advanced Business Decision Support Systems,0.0,0.0,"Kanpur, Uttar Pradesh",12 Weeks,NaN,0.0,4.4/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,MBA,2.0,1132000.0,"Kharagpur, West Bengal",2 Years,₹11.32 L,206.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Mechanical Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,172.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Electronics and Electrical Communication Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,150.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Computer Science and Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,140.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Civil Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,119.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Chemical Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,115.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Electrical Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,113.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Mining Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,108.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Metallurgical and Materials Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,93.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Agricultural and Food Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,93.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Ocean Engineering and Naval Architecture,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,80.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech and M.Tech Mechanical Engineering,5.0,1302000.0,"Kharagpur, West Bengal",5 Years,₹13.02 L,73.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Aerospace Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,70.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Biotechnology and Biochemical Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,70.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,BS Mathematics and Computing,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,69.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,M.Sc Mathematics and Computing Integrated,5.0,1283000.0,"Kharagpur, West Bengal",5 Years,₹12.83 L,69.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,M.Tech Metallurgical and Materials Engineering,2.0,46750.0,"Kharagpur, West Bengal",2 Years,₹46.75 K,67.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Manufacturing Science and Engineering,4.0,858000.0,"Kharagpur, West Bengal",4 Years,₹8.58 L,66.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech Industrial Engineering,4.0,0.0,"Kharagpur, West Bengal",4 Years,NaN,63.0,4.7/5
IIT Kharagpur - Indian Institute of Technology Kharagpur,4.7,Engineering,Kharagpur,West Bengal,1951,B.Tech and M.Tech Electronics and Electrical Communication Engineering,5.0,1302000.0,"Kharagpur, West Bengal",5 Years,₹13.02 L,60.0,4.7/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Civil Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,174.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Electrical Engineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,165.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Mechanical Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,150.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Chemical Engineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,117.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Computer Science and Engineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,109.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Electronics and Communication Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,109.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,MBA,2.0,448000.0,"Roorkee, Uttarakhand",2 Years,₹4.48 L,95.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Metallurgical and Materials Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,82.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Production and Industrial Engineering,4.0,0.0,"Roorkee, Uttarakhand",4 Years,NaN,58.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Engineering Physics,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,50.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,BS MS Mathematics and Computing,5.0,0.0,"Roorkee, Uttarakhand",5 Years,NaN,49.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Biosciences and Bioengineering,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,46.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,M.Sc Chemistry,2.0,60200.0,"Roorkee, Uttarakhand",2 Years,₹60.20 K,44.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Tech Data Science and Artificial Intelligence,4.0,890000.0,"Roorkee, Uttarakhand",4 Years,₹8.90 L,40.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,M.Sc Mathematics,2.0,0.0,"Roorkee, Uttarakhand",2 Years,NaN,38.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,M.Tech Geological Technology Integrated,5.0,1112000.0,"Roorkee, Uttarakhand",5 Years,₹11.12 L,38.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,B.Arch,5.0,1112000.0,"Roorkee, Uttarakhand",5 Years,₹11.12 L,37.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,BS MS Chemical Sciences,5.0,0.0,"Roorkee, Uttarakhand",5 Years,NaN,35.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,M.Sc Biosciences and Bioengineering,2.0,0.0,"Roorkee, Uttarakhand",2 Years,NaN,35.0,4.4/5
IIT Roorkee - Indian Institute of Technology Roorkee,4.4,Engineering,Roorkee,Uttarakhand,2001,BS MS Economics,5.0,1112000.0,"Roorkee, Uttarakhand",5 Years,₹11.12 L,33.0,4.4/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Mechanical Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,65.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Computer Science and Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,65.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Civil Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,60.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Chemical Engineering,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,45.0,4.6/5
IIT Hyderabad - Indian Institute of Technology Hyderabad,4.6,Engineering,Hyderabad,Telangana,2008,B.Tech Engineering Science,4.0,936999.0,"Hyderabad, Telangana",4 Years,₹9.37 L,40.0,4.6/5
